duration,pdays,emp.var.rate,euribor3m,nr.employed,y_n
115.0,999.0,-1.8,1.244,5099.1,0.0
126.0,999.0,-1.8,1.365,5099.1,0.0
80.0,999.0,1.4,4.958,5228.1,0.0
280.0,999.0,-0.1,4.021,5195.8,0.0
695.0,999.0,1.1,4.857,5191.0,0.0
235.0,999.0,1.4,4.963,5228.1,0.0
1130.0,999.0,-1.8,1.405,5099.1,0.0
94.0,999.0,-2.9,1.26,5076.2,0.0
263.0,999.0,-2.9,1.252,5076.2,1.0
200.0,999.0,-3.4,0.742,5017.5,0.0
298.0,999.0,1.1,4.857,5191.0,0.0
96.0,999.0,1.4,4.963,5228.1,0.0
222.0,999.0,1.1,4.856,5191.0,0.0
221.0,999.0,-0.1,4.12,5195.8,0.0
184.0,999.0,-0.1,4.12,5195.8,0.0
401.0,999.0,1.4,4.961,5228.1,0.0
255.0,999.0,-0.1,4.076,5195.8,0.0
90.0,999.0,1.4,4.959,5228.1,0.0
651.0,999.0,-0.1,4.191,5195.8,1.0
210.0,999.0,1.4,4.961,5228.1,0.0
107.0,999.0,1.4,4.961,5228.1,0.0
96.0,999.0,1.4,4.966,5228.1,0.0
142.0,999.0,1.4,4.962,5228.1,0.0
288.0,999.0,-0.1,4.12,5195.8,0.0
89.0,999.0,1.4,4.963,5228.1,0.0
17.0,999.0,1.4,4.959,5228.1,0.0
30.0,999.0,-2.9,1.252,5076.2,0.0
294.0,999.0,1.4,4.962,5228.1,0.0
260.0,999.0,1.1,4.857,5191.0,0.0
978.0,999.0,1.4,4.966,5228.1,1.0
116.0,999.0,1.4,4.961,5228.1,0.0
59.0,999.0,1.1,4.857,5191.0,0.0
1042.0,999.0,1.1,4.857,5191.0,1.0
79.0,999.0,-1.8,1.299,5099.1,0.0
113.0,999.0,-0.1,4.191,5195.8,0.0
606.0,999.0,1.4,4.967,5228.1,0.0
693.0,999.0,-1.8,1.25,5099.1,1.0
340.0,999.0,-1.8,1.281,5099.1,0.0
106.0,999.0,1.4,4.958,5228.1,0.0
166.0,999.0,1.1,4.856,5191.0,0.0
262.0,999.0,1.1,4.857,5191.0,0.0
451.0,999.0,-1.8,1.313,5099.1,0.0
136.0,999.0,1.1,4.857,5191.0,0.0
324.0,999.0,1.4,4.962,5228.1,0.0
136.0,999.0,-0.1,4.076,5195.8,0.0
66.0,999.0,1.1,4.856,5191.0,0.0
200.0,999.0,1.4,4.964,5228.1,0.0
804.0,999.0,1.4,4.959,5228.1,0.0
158.0,999.0,-0.1,4.076,5195.8,0.0
76.0,999.0,1.1,4.859,5191.0,0.0
291.0,999.0,-1.8,0.692,5008.7,1.0
160.0,999.0,-1.8,1.266,5099.1,0.0
124.0,999.0,-1.8,1.25,5099.1,0.0
216.0,999.0,-0.1,4.021,5195.8,0.0
272.0,999.0,1.4,4.962,5228.1,0.0
262.0,999.0,1.4,4.967,5228.1,0.0
578.0,999.0,-1.8,1.266,5099.1,1.0
54.0,999.0,1.4,4.96,5228.1,0.0
299.0,2.0,-3.4,0.722,5017.5,1.0
397.0,999.0,-1.8,1.405,5099.1,0.0
161.0,999.0,1.4,4.963,5228.1,0.0
351.0,999.0,-1.8,1.299,5099.1,0.0
293.0,999.0,1.1,4.86,5191.0,0.0
494.0,999.0,1.4,4.963,5228.1,0.0
314.0,6.0,-3.0,0.715,5023.5,1.0
166.0,999.0,1.4,4.97,5228.1,0.0
50.0,999.0,1.4,4.966,5228.1,0.0
122.0,999.0,1.4,4.968,5228.1,0.0
189.0,999.0,1.4,4.963,5228.1,0.0
46.0,999.0,1.1,4.864,5191.0,0.0
146.0,3.0,-3.4,0.714,5017.5,1.0
133.0,999.0,1.4,4.966,5228.1,0.0
419.0,999.0,1.4,4.961,5228.1,0.0
104.0,999.0,1.4,4.964,5228.1,0.0
644.0,999.0,-1.8,1.264,5099.1,0.0
113.0,999.0,-1.8,0.701,5008.7,0.0
130.0,999.0,-1.8,1.313,5099.1,0.0
152.0,999.0,1.1,4.86,5191.0,0.0
83.0,999.0,-1.8,1.354,5099.1,0.0
248.0,999.0,-0.1,4.12,5195.8,0.0
149.0,999.0,1.4,4.961,5228.1,0.0
109.0,999.0,1.1,4.857,5191.0,0.0
44.0,999.0,-0.1,4.12,5195.8,0.0
139.0,999.0,1.1,4.856,5191.0,0.0
55.0,999.0,-0.1,4.191,5195.8,0.0
127.0,999.0,1.1,4.864,5191.0,0.0
552.0,999.0,1.1,4.86,5191.0,0.0
90.0,999.0,-3.4,0.74,5017.5,0.0
551.0,999.0,-3.4,0.72,5017.5,0.0
68.0,999.0,1.1,4.864,5191.0,0.0
264.0,999.0,1.4,4.961,5228.1,0.0
172.0,999.0,1.4,4.962,5228.1,0.0
154.0,999.0,1.4,4.963,5228.1,0.0
50.0,999.0,1.4,4.961,5228.1,0.0
221.0,999.0,1.4,4.961,5228.1,0.0
245.0,999.0,1.1,4.857,5191.0,0.0
915.0,999.0,-1.8,1.264,5099.1,1.0
168.0,999.0,1.4,4.962,5228.1,0.0
375.0,999.0,-0.1,4.191,5195.8,0.0
217.0,999.0,-1.8,1.313,5099.1,0.0
260.0,999.0,-1.8,1.266,5099.1,0.0
98.0,999.0,1.4,4.958,5228.1,0.0
917.0,999.0,1.4,4.965,5228.1,1.0
84.0,999.0,1.4,4.962,5228.1,0.0
229.0,999.0,-1.8,1.266,5099.1,0.0
41.0,999.0,-0.1,4.153,5195.8,0.0
51.0,999.0,-1.8,1.281,5099.1,0.0
60.0,999.0,-1.8,1.334,5099.1,0.0
585.0,999.0,-1.8,1.344,5099.1,0.0
72.0,999.0,-0.1,4.076,5195.8,0.0
75.0,999.0,1.4,4.966,5228.1,0.0
215.0,999.0,-2.9,0.859,5076.2,1.0
97.0,999.0,1.4,4.963,5228.1,0.0
386.0,999.0,1.4,4.965,5228.1,1.0
223.0,999.0,1.4,4.958,5228.1,0.0
68.0,999.0,-1.8,1.266,5099.1,0.0
130.0,999.0,1.1,4.857,5191.0,0.0
255.0,6.0,-1.1,1.043,4963.6,1.0
135.0,999.0,1.4,4.967,5228.1,0.0
355.0,999.0,-1.7,0.739,4991.6,0.0
279.0,3.0,-1.1,0.877,4963.6,1.0
81.0,999.0,-1.8,1.299,5099.1,0.0
53.0,999.0,-1.8,1.291,5099.1,0.0
228.0,999.0,-1.1,1.048,4963.6,0.0
95.0,999.0,1.4,4.962,5228.1,0.0
325.0,999.0,-0.1,4.12,5195.8,0.0
75.0,999.0,1.4,4.959,5228.1,0.0
85.0,999.0,1.4,4.864,5228.1,0.0
80.0,999.0,1.1,4.857,5191.0,0.0
107.0,999.0,1.4,4.963,5228.1,0.0
126.0,999.0,1.4,4.957,5228.1,0.0
495.0,999.0,-1.8,1.25,5099.1,0.0
311.0,999.0,1.1,4.86,5191.0,0.0
172.0,999.0,1.1,4.864,5191.0,0.0
317.0,999.0,1.1,4.859,5191.0,0.0
146.0,999.0,1.4,4.958,5228.1,0.0
280.0,999.0,1.4,4.963,5228.1,0.0
245.0,999.0,-3.0,0.717,5023.5,0.0
154.0,999.0,-3.4,0.722,5017.5,0.0
72.0,999.0,-1.8,1.405,5099.1,0.0
171.0,999.0,1.4,4.963,5228.1,0.0
303.0,999.0,-0.1,4.076,5195.8,0.0
85.0,999.0,1.4,4.967,5228.1,0.0
158.0,999.0,1.4,4.964,5228.1,0.0
399.0,999.0,1.4,4.962,5228.1,0.0
164.0,999.0,-0.1,4.021,5195.8,0.0
1616.0,19.0,-1.1,0.879,4963.6,0.0
211.0,999.0,-0.1,4.076,5195.8,0.0
227.0,999.0,1.4,4.865,5228.1,0.0
680.0,999.0,1.4,4.957,5228.1,0.0
955.0,999.0,1.1,4.857,5191.0,0.0
220.0,999.0,-1.8,1.405,5099.1,0.0
211.0,999.0,1.4,4.962,5228.1,0.0
30.0,999.0,1.4,4.968,5228.1,0.0
75.0,999.0,1.4,4.968,5228.1,0.0
116.0,999.0,-2.9,1.262,5076.2,0.0
348.0,999.0,1.4,4.963,5228.1,0.0
238.0,999.0,1.4,4.961,5228.1,0.0
404.0,999.0,-1.8,1.334,5099.1,0.0
117.0,999.0,-1.8,1.266,5099.1,0.0
641.0,999.0,1.4,4.965,5228.1,1.0
219.0,999.0,1.4,4.961,5228.1,0.0
263.0,999.0,1.1,4.859,5191.0,0.0
127.0,999.0,1.4,4.962,5228.1,0.0
1152.0,999.0,1.4,4.965,5228.1,1.0
11.0,999.0,1.4,4.965,5228.1,0.0
132.0,999.0,1.4,4.965,5228.1,0.0
223.0,999.0,1.4,4.968,5228.1,0.0
190.0,999.0,-1.8,1.466,5099.1,0.0
207.0,999.0,-1.8,0.645,5008.7,0.0
121.0,999.0,-3.4,0.781,5017.5,0.0
67.0,999.0,-1.8,1.344,5099.1,0.0
481.0,999.0,-1.1,0.886,4963.6,1.0
283.0,999.0,1.1,4.858,5191.0,0.0
249.0,999.0,-1.8,1.405,5099.1,0.0
58.0,999.0,1.1,4.857,5191.0,0.0
130.0,999.0,-0.1,4.153,5195.8,0.0
94.0,999.0,-1.8,1.299,5099.1,0.0
289.0,999.0,1.1,4.858,5191.0,0.0
114.0,999.0,-1.8,0.655,5008.7,0.0
367.0,999.0,1.4,4.962,5228.1,0.0
281.0,999.0,1.4,4.96,5228.1,0.0
432.0,999.0,1.4,4.963,5228.1,0.0
92.0,999.0,1.4,4.967,5228.1,0.0
213.0,999.0,1.4,4.965,5228.1,0.0
201.0,999.0,-1.8,1.281,5099.1,0.0
107.0,999.0,1.4,4.963,5228.1,0.0
269.0,999.0,-1.8,1.56,5099.1,0.0
1499.0,999.0,1.4,4.963,5228.1,1.0
247.0,999.0,-0.1,4.153,5195.8,0.0
308.0,999.0,-1.8,1.365,5099.1,0.0
133.0,999.0,1.4,4.962,5228.1,0.0
121.0,999.0,1.1,4.856,5191.0,0.0
245.0,999.0,1.1,4.857,5191.0,0.0
133.0,999.0,-1.8,1.281,5099.1,0.0
159.0,999.0,1.4,4.963,5228.1,0.0
46.0,999.0,1.4,4.967,5228.1,0.0
158.0,999.0,1.4,4.966,5228.1,0.0
190.0,999.0,-1.8,1.405,5099.1,0.0
201.0,999.0,1.1,4.864,5191.0,0.0
418.0,999.0,1.1,4.86,5191.0,0.0
298.0,999.0,1.4,4.96,5228.1,0.0
66.0,999.0,-1.8,1.327,5099.1,0.0
112.0,999.0,1.1,4.855,5191.0,0.0
56.0,999.0,1.4,4.964,5228.1,0.0
234.0,999.0,1.4,4.964,5228.1,0.0
137.0,999.0,1.4,4.962,5228.1,0.0
148.0,999.0,-1.8,1.327,5099.1,0.0
190.0,999.0,-1.8,1.266,5099.1,0.0
132.0,999.0,1.4,4.961,5228.1,0.0
22.0,999.0,1.4,4.963,5228.1,0.0
207.0,999.0,-1.8,1.334,5099.1,0.0
137.0,999.0,1.1,4.857,5191.0,0.0
161.0,999.0,1.1,4.857,5191.0,0.0
544.0,999.0,-1.8,1.405,5099.1,0.0
86.0,999.0,-1.8,1.406,5099.1,0.0
124.0,999.0,-0.1,4.021,5195.8,0.0
63.0,999.0,-1.8,1.25,5099.1,0.0
166.0,999.0,1.1,4.857,5191.0,0.0
77.0,999.0,-1.8,1.354,5099.1,0.0
159.0,999.0,1.1,4.859,5191.0,0.0
23.0,999.0,1.1,4.855,5191.0,0.0
357.0,999.0,-1.8,1.405,5099.1,0.0
721.0,999.0,-1.8,1.281,5099.1,0.0
76.0,999.0,1.4,4.962,5228.1,0.0
263.0,999.0,1.4,4.96,5228.1,0.0
263.0,999.0,-1.8,0.635,5008.7,0.0
249.0,999.0,1.1,4.855,5191.0,0.0
251.0,999.0,1.4,4.865,5228.1,0.0
298.0,999.0,1.1,4.859,5191.0,0.0
407.0,999.0,1.1,4.855,5191.0,0.0
430.0,999.0,1.4,4.962,5228.1,1.0
53.0,999.0,-1.8,1.281,5099.1,0.0
9.0,999.0,1.4,4.96,5228.1,0.0
193.0,999.0,-1.8,0.682,5008.7,1.0
330.0,999.0,1.4,4.963,5228.1,0.0
108.0,999.0,1.1,4.864,5191.0,0.0
60.0,999.0,1.4,4.964,5228.1,0.0
134.0,999.0,-3.4,0.716,5017.5,0.0
19.0,999.0,1.4,4.962,5228.1,0.0
62.0,999.0,-3.0,0.707,5023.5,0.0
424.0,999.0,1.1,4.857,5191.0,0.0
243.0,9.0,-1.7,0.723,4991.6,1.0
222.0,999.0,-1.8,1.405,5099.1,0.0
107.0,999.0,1.4,4.962,5228.1,0.0
319.0,999.0,-0.1,4.076,5195.8,0.0
184.0,999.0,-2.9,0.851,5076.2,1.0
274.0,999.0,-1.8,1.327,5099.1,0.0
382.0,999.0,1.4,4.965,5228.1,0.0
248.0,999.0,1.4,4.961,5228.1,0.0
104.0,999.0,1.1,4.864,5191.0,0.0
394.0,13.0,-1.1,1.049,4963.6,1.0
26.0,999.0,1.1,4.856,5191.0,0.0
171.0,3.0,-1.8,0.682,5008.7,1.0
178.0,999.0,-1.8,1.423,5099.1,0.0
457.0,999.0,-1.8,1.299,5099.1,0.0
98.0,999.0,1.4,4.96,5228.1,0.0
181.0,999.0,1.1,4.857,5191.0,0.0
104.0,999.0,1.4,4.96,5228.1,0.0
322.0,999.0,1.4,4.958,5228.1,0.0
65.0,999.0,-1.8,1.4,5099.1,0.0
251.0,999.0,1.1,4.86,5191.0,0.0
357.0,999.0,1.4,4.97,5228.1,0.0
580.0,999.0,-1.8,1.41,5099.1,0.0
315.0,999.0,-2.9,0.843,5076.2,0.0
248.0,3.0,-1.8,0.682,5008.7,1.0
123.0,999.0,1.4,4.96,5228.1,0.0
67.0,999.0,-1.8,1.266,5099.1,0.0
57.0,999.0,1.4,4.964,5228.1,0.0
109.0,999.0,-3.0,0.707,5023.5,0.0
328.0,999.0,1.4,4.959,5228.1,0.0
150.0,999.0,-1.8,1.445,5099.1,1.0
80.0,999.0,-2.9,1.262,5076.2,0.0
583.0,999.0,-1.8,1.466,5099.1,1.0
75.0,999.0,1.4,4.964,5228.1,0.0
65.0,999.0,1.4,4.962,5228.1,0.0
108.0,999.0,1.4,4.964,5228.1,0.0
41.0,999.0,1.4,4.864,5228.1,0.0
112.0,999.0,-1.8,1.27,5099.1,0.0
322.0,999.0,-1.8,1.291,5099.1,0.0
104.0,999.0,1.4,4.961,5228.1,0.0
113.0,999.0,-1.8,0.701,5008.7,0.0
253.0,999.0,-1.8,1.266,5099.1,1.0
246.0,999.0,-0.1,4.021,5195.8,0.0
164.0,999.0,1.4,4.963,5228.1,0.0
142.0,999.0,1.4,4.964,5228.1,0.0
199.0,999.0,1.1,4.859,5191.0,0.0
58.0,999.0,1.1,4.86,5191.0,0.0
13.0,999.0,1.1,4.857,5191.0,0.0
666.0,999.0,-1.8,1.405,5099.1,0.0
204.0,999.0,1.1,4.855,5191.0,0.0
89.0,999.0,1.4,4.955,5228.1,0.0
117.0,999.0,1.4,4.966,5228.1,0.0
114.0,999.0,1.1,4.856,5191.0,0.0
262.0,999.0,1.1,4.86,5191.0,0.0
57.0,999.0,1.4,4.866,5228.1,0.0
121.0,999.0,1.4,4.96,5228.1,0.0
168.0,999.0,-1.8,0.697,5008.7,1.0
67.0,999.0,1.4,4.964,5228.1,0.0
191.0,999.0,1.4,4.962,5228.1,0.0
30.0,999.0,-0.1,4.12,5195.8,0.0
221.0,999.0,-0.1,4.076,5195.8,0.0
149.0,999.0,1.1,4.856,5191.0,0.0
85.0,999.0,1.4,4.962,5228.1,0.0
77.0,999.0,-1.8,1.313,5099.1,0.0
253.0,999.0,-3.4,0.714,5017.5,1.0
102.0,999.0,1.1,4.857,5191.0,0.0
416.0,999.0,-1.8,1.405,5099.1,0.0
636.0,999.0,1.4,4.866,5228.1,0.0
212.0,999.0,-1.8,1.266,5099.1,0.0
48.0,999.0,1.4,4.961,5228.1,0.0
269.0,999.0,1.1,4.857,5191.0,0.0
813.0,999.0,1.1,4.856,5191.0,0.0
270.0,999.0,1.4,4.965,5228.1,0.0
303.0,999.0,1.4,4.965,5228.1,0.0
6.0,999.0,-1.8,1.281,5099.1,0.0
103.0,999.0,1.1,4.86,5191.0,0.0
101.0,999.0,1.4,4.966,5228.1,0.0
293.0,999.0,1.1,4.857,5191.0,0.0
81.0,999.0,1.4,4.962,5228.1,0.0
236.0,999.0,1.4,4.96,5228.1,0.0
532.0,999.0,-1.8,1.365,5099.1,1.0
311.0,999.0,1.4,4.961,5228.1,0.0
333.0,999.0,-1.8,1.299,5099.1,0.0
395.0,999.0,1.1,4.857,5191.0,0.0
122.0,999.0,1.1,4.858,5191.0,0.0
456.0,10.0,-1.8,0.654,5008.7,1.0
111.0,999.0,1.4,4.961,5228.1,0.0
87.0,999.0,1.4,4.961,5228.1,0.0
231.0,999.0,1.4,4.962,5228.1,0.0
317.0,999.0,1.4,4.865,5228.1,0.0
130.0,999.0,1.1,4.857,5191.0,0.0
188.0,999.0,1.1,4.855,5191.0,0.0
170.0,999.0,1.4,4.963,5228.1,0.0
93.0,999.0,-0.1,4.076,5195.8,0.0
227.0,999.0,-0.1,4.076,5195.8,0.0
230.0,999.0,1.1,4.864,5191.0,0.0
203.0,999.0,1.4,4.962,5228.1,0.0
1318.0,999.0,1.4,4.961,5228.1,1.0
115.0,999.0,-1.8,1.479,5099.1,0.0
432.0,999.0,1.4,4.962,5228.1,0.0
197.0,999.0,-1.8,1.281,5099.1,0.0
1598.0,999.0,-1.8,1.25,5099.1,1.0
248.0,999.0,-1.7,0.884,4991.6,1.0
186.0,999.0,-1.8,1.313,5099.1,0.0
81.0,999.0,1.1,4.856,5191.0,0.0
109.0,999.0,1.4,4.959,5228.1,0.0
1065.0,999.0,1.4,4.963,5228.1,1.0
89.0,999.0,-0.1,4.076,5195.8,0.0
255.0,999.0,-1.8,1.423,5099.1,0.0
844.0,999.0,-1.7,0.896,4991.6,1.0
299.0,999.0,1.4,4.864,5228.1,0.0
60.0,999.0,1.4,4.96,5228.1,0.0
400.0,999.0,1.1,4.858,5191.0,0.0
103.0,999.0,1.4,4.963,5228.1,0.0
250.0,999.0,1.4,4.965,5228.1,0.0
86.0,999.0,-3.4,0.819,5017.5,0.0
82.0,999.0,1.4,4.968,5228.1,0.0
146.0,999.0,1.1,4.857,5191.0,0.0
221.0,999.0,1.4,4.962,5228.1,0.0
202.0,999.0,-3.4,0.714,5017.5,0.0
176.0,999.0,1.4,4.966,5228.1,0.0
565.0,999.0,-1.8,1.423,5099.1,0.0
21.0,999.0,1.4,4.963,5228.1,0.0
156.0,3.0,-1.8,1.27,5099.1,0.0
105.0,999.0,1.4,4.968,5228.1,0.0
174.0,999.0,1.4,4.966,5228.1,0.0
215.0,999.0,1.1,4.859,5191.0,0.0
51.0,999.0,-0.1,4.076,5195.8,0.0
261.0,999.0,1.1,4.857,5191.0,0.0
77.0,999.0,1.1,4.859,5191.0,0.0
136.0,999.0,1.4,4.96,5228.1,0.0
134.0,999.0,1.4,4.963,5228.1,0.0
141.0,999.0,-1.8,1.327,5099.1,0.0
22.0,999.0,-1.8,1.281,5099.1,0.0
12.0,999.0,-1.8,1.405,5099.1,0.0
211.0,10.0,-1.8,1.334,5099.1,0.0
119.0,999.0,1.4,4.96,5228.1,0.0
293.0,999.0,-2.9,1.224,5076.2,1.0
258.0,999.0,1.4,4.864,5228.1,0.0
170.0,6.0,-3.0,0.71,5023.5,1.0
141.0,999.0,1.4,4.961,5228.1,0.0
16.0,999.0,-1.8,1.405,5099.1,0.0
124.0,999.0,1.1,4.857,5191.0,0.0
541.0,999.0,-1.1,0.959,4963.6,0.0
127.0,999.0,1.4,4.965,5228.1,0.0
59.0,999.0,1.4,4.865,5228.1,0.0
282.0,999.0,-2.9,1.26,5076.2,1.0
346.0,999.0,1.1,4.855,5191.0,0.0
266.0,999.0,-1.7,0.748,4991.6,1.0
89.0,999.0,1.4,4.961,5228.1,0.0
207.0,999.0,-2.9,0.854,5076.2,0.0
260.0,999.0,1.1,4.856,5191.0,0.0
75.0,999.0,-3.4,0.771,5017.5,0.0
182.0,999.0,1.4,4.963,5228.1,0.0
475.0,999.0,1.1,4.859,5191.0,0.0
159.0,999.0,1.1,4.859,5191.0,0.0
606.0,999.0,-1.8,1.334,5099.1,0.0
432.0,999.0,-3.4,0.714,5017.5,1.0
340.0,999.0,1.4,4.963,5228.1,0.0
156.0,999.0,-2.9,0.884,5076.2,0.0
207.0,999.0,1.1,4.857,5191.0,0.0
108.0,999.0,1.4,4.962,5228.1,0.0
170.0,999.0,-1.1,1.0,4963.6,0.0
126.0,999.0,-3.4,0.74,5017.5,0.0
21.0,999.0,1.4,4.866,5228.1,0.0
103.0,999.0,1.4,4.965,5228.1,0.0
588.0,999.0,1.4,4.965,5228.1,0.0
85.0,999.0,-1.8,1.415,5099.1,0.0
689.0,999.0,-1.8,1.531,5099.1,0.0
190.0,999.0,1.4,4.963,5228.1,0.0
112.0,999.0,1.1,4.857,5191.0,0.0
180.0,999.0,-0.1,4.191,5195.8,0.0
1000.0,999.0,1.4,4.966,5228.1,1.0
16.0,999.0,1.4,4.962,5228.1,0.0
122.0,999.0,1.1,4.857,5191.0,0.0
97.0,999.0,1.4,4.864,5228.1,0.0
473.0,999.0,-1.8,1.327,5099.1,0.0
166.0,999.0,-0.1,4.12,5195.8,0.0
92.0,999.0,1.4,4.963,5228.1,0.0
192.0,999.0,-1.8,0.645,5008.7,1.0
214.0,999.0,1.4,4.964,5228.1,0.0
274.0,999.0,-1.8,1.405,5099.1,0.0
79.0,999.0,1.4,4.963,5228.1,0.0
148.0,999.0,1.4,4.963,5228.1,0.0
352.0,999.0,-2.9,1.266,5076.2,0.0
174.0,999.0,-2.9,1.26,5076.2,1.0
260.0,999.0,1.1,4.859,5191.0,0.0
88.0,999.0,-0.1,4.076,5195.8,0.0
130.0,7.0,-3.4,0.714,5017.5,1.0
129.0,999.0,1.4,4.961,5228.1,0.0
98.0,999.0,-0.1,4.153,5195.8,0.0
181.0,999.0,-2.9,1.029,5076.2,0.0
568.0,6.0,-1.8,0.652,5008.7,1.0
234.0,999.0,-1.8,1.291,5099.1,0.0
105.0,999.0,1.4,4.965,5228.1,0.0
40.0,999.0,-1.8,1.405,5099.1,0.0
155.0,4.0,-2.9,0.884,5076.2,0.0
252.0,999.0,1.4,4.964,5228.1,0.0
381.0,999.0,1.4,4.947,5228.1,0.0
271.0,999.0,1.4,4.963,5228.1,0.0
145.0,999.0,1.4,4.96,5228.1,0.0
6.0,999.0,-1.1,0.877,4963.6,0.0
386.0,999.0,1.1,4.857,5191.0,0.0
142.0,999.0,1.1,4.858,5191.0,0.0
190.0,999.0,1.1,4.855,5191.0,0.0
107.0,999.0,-3.4,0.716,5017.5,0.0
175.0,999.0,1.1,4.86,5191.0,0.0
219.0,999.0,1.4,4.96,5228.1,0.0
126.0,999.0,1.4,4.966,5228.1,0.0
352.0,999.0,-2.9,1.26,5076.2,1.0
228.0,999.0,1.1,4.857,5191.0,0.0
116.0,999.0,-2.9,0.921,5076.2,0.0
175.0,999.0,-2.9,1.268,5076.2,0.0
524.0,999.0,1.4,4.957,5228.1,0.0
678.0,999.0,1.1,4.857,5191.0,0.0
938.0,999.0,1.1,4.857,5191.0,1.0
82.0,999.0,-1.8,1.27,5099.1,0.0
380.0,999.0,1.1,4.858,5191.0,0.0
254.0,999.0,1.4,4.963,5228.1,0.0
69.0,999.0,-1.8,1.313,5099.1,0.0
493.0,999.0,-0.1,4.153,5195.8,0.0
4.0,999.0,-0.1,4.968,5195.8,0.0
34.0,999.0,1.4,4.967,5228.1,0.0
365.0,999.0,1.4,4.97,5228.1,0.0
71.0,999.0,-0.1,4.12,5195.8,0.0
864.0,999.0,1.4,4.961,5228.1,1.0
605.0,999.0,1.4,4.963,5228.1,0.0
899.0,999.0,1.4,4.966,5228.1,0.0
129.0,999.0,1.4,4.963,5228.1,0.0
125.0,999.0,1.1,4.857,5191.0,0.0
365.0,999.0,-1.8,1.405,5099.1,0.0
255.0,999.0,-2.9,1.268,5076.2,1.0
198.0,999.0,1.4,4.97,5228.1,0.0
337.0,999.0,-0.1,4.021,5195.8,0.0
281.0,999.0,1.4,4.968,5228.1,0.0
206.0,3.0,-1.7,0.715,4991.6,1.0
32.0,999.0,1.4,4.962,5228.1,0.0
82.0,999.0,1.4,4.968,5228.1,0.0
123.0,999.0,-1.8,1.264,5099.1,0.0
360.0,999.0,-1.8,1.291,5099.1,0.0
199.0,999.0,1.4,4.957,5228.1,0.0
70.0,999.0,1.4,4.962,5228.1,0.0
546.0,999.0,-3.0,0.715,5023.5,1.0
351.0,999.0,1.1,4.858,5191.0,0.0
76.0,999.0,-1.8,1.41,5099.1,0.0
236.0,999.0,-1.8,0.635,5008.7,1.0
84.0,999.0,1.4,4.967,5228.1,0.0
204.0,999.0,1.4,4.962,5228.1,0.0
426.0,999.0,1.4,4.962,5228.1,0.0
258.0,3.0,-1.8,0.672,5008.7,1.0
122.0,999.0,-2.9,0.884,5076.2,0.0
1065.0,999.0,1.4,4.962,5228.1,1.0
95.0,999.0,1.4,4.96,5228.1,0.0
16.0,999.0,1.4,4.966,5228.1,0.0
380.0,999.0,1.1,4.859,5191.0,0.0
11.0,999.0,-1.8,1.291,5099.1,0.0
87.0,999.0,-1.8,1.405,5099.1,0.0
118.0,999.0,-0.1,4.191,5195.8,0.0
63.0,999.0,1.1,4.857,5191.0,0.0
352.0,999.0,-1.8,1.291,5099.1,0.0
17.0,999.0,-1.8,1.313,5099.1,0.0
74.0,999.0,1.4,4.961,5228.1,0.0
131.0,999.0,1.4,4.965,5228.1,0.0
297.0,999.0,-1.8,1.41,5099.1,0.0
49.0,999.0,-1.8,1.313,5099.1,0.0
104.0,999.0,1.4,4.963,5228.1,0.0
111.0,999.0,1.4,4.964,5228.1,0.0
288.0,999.0,-2.9,1.26,5076.2,1.0
329.0,999.0,-1.8,1.453,5099.1,0.0
298.0,999.0,-3.4,0.728,5017.5,1.0
36.0,999.0,-0.1,4.076,5195.8,0.0
104.0,999.0,1.4,4.966,5228.1,0.0
193.0,999.0,-1.8,1.405,5099.1,0.0
832.0,999.0,-1.8,1.25,5099.1,1.0
121.0,999.0,1.4,4.965,5228.1,0.0
147.0,999.0,-0.1,4.076,5195.8,0.0
165.0,999.0,-0.1,4.191,5195.8,0.0
41.0,999.0,1.4,4.965,5228.1,0.0
109.0,999.0,1.1,4.856,5191.0,0.0
115.0,999.0,1.4,4.961,5228.1,0.0
120.0,999.0,-1.8,1.445,5099.1,0.0
130.0,999.0,1.1,4.857,5191.0,0.0
422.0,999.0,1.4,4.968,5228.1,0.0
157.0,999.0,1.4,4.965,5228.1,0.0
41.0,999.0,-1.8,1.365,5099.1,0.0
259.0,999.0,-1.8,1.435,5099.1,0.0
171.0,999.0,-1.8,1.299,5099.1,0.0
51.0,999.0,1.1,4.857,5191.0,0.0
134.0,999.0,-1.8,1.405,5099.1,0.0
207.0,999.0,-0.1,4.076,5195.8,0.0
651.0,999.0,1.4,4.962,5228.1,1.0
108.0,999.0,-2.9,1.262,5076.2,0.0
151.0,999.0,-1.8,0.646,5008.7,0.0
237.0,999.0,1.1,4.858,5191.0,0.0
4199.0,999.0,1.4,4.963,5228.1,1.0
740.0,999.0,1.1,4.857,5191.0,1.0
112.0,999.0,1.4,4.961,5228.1,0.0
198.0,999.0,1.1,4.857,5191.0,0.0
215.0,999.0,-1.8,1.299,5099.1,0.0
535.0,999.0,-1.8,1.266,5099.1,0.0
421.0,999.0,1.1,4.859,5191.0,0.0
63.0,999.0,1.1,4.857,5191.0,0.0
632.0,999.0,1.4,4.961,5228.1,0.0
280.0,999.0,1.1,4.856,5191.0,0.0
306.0,999.0,-0.1,4.021,5195.8,0.0
169.0,999.0,1.4,4.966,5228.1,0.0
176.0,999.0,-0.1,4.191,5195.8,0.0
86.0,999.0,1.4,4.97,5228.1,0.0
